id,Réseau Social,Class,Commentaire client
1380,Facebook,6,عندنا حتى 4G ومزال مدبدب
1381,Facebook,6,المودم الخاص بي لا يتجاوز 1 جيغا بينما اشتراكي 1.2 جيغا
1382,Facebook,6,راسلتكم على الخاص بخصوص تطبيق مي ايدوم الذي لايفتح وحساب فضاء الزبون ايضا ولم اتلقى منكم جواب
1383,Facebook,6,من فضلكم الرد الإنترنت بطئئ جدا من يوم الثلاثاء إلى يوم الإثنين ما المشكل مع العلم معنديش الفيبر إنما idoom adsl
1384,Instagram,6,5 اشهر بلا انترنت 🤦
1385,Instagram,6,خيط قطعوه ورانا غيل نستنا 👏
1386,Instagram,6,سرعة تدفق لا تتجاوز 256 klb
1387,Instagram,6," Nous, habitants d'une coopérative à Belgaid (Oran) depuis 2010, nous n'avons ni téléphone ni internet. "
1388,Facebook,6,Ma demande de migration est valider depuis le 6 octobre l'installation au domicile n'a toujours pas encore faite
1389,Facebook,6,خلل تقني منذ تنصيب الخط بتاريخ 2024/10/19 إلى يومنا هذا
1390,Facebook,6,باش تفهمو عندي 500 ميڨا ، نروسوڥي 15/20 ميڨا ، وين راهي الفايدة ، 
1391,Instagram,6,5 أشهر لا هاتف لا انترنيت
1392,Linkedin,6,ompte un employer d'une agence atm vous dit je ne peux rien faire pour vous acause d'une perte de débit de 20 mbs à 1 mbs à rappelais que ma connexion et de 20 mbs sur papier et 1 mbs en real....
1393,Facebook,2,ان شاءالله تكونو وفرتو أجهزة المودام في باتنة شحال من شهر واحنا رانا نستناو!!! 
1394,Instagram,2,زعما جابو المودام ؟
1395,Facebook,2,ياودي لحقنا للعين و ما شربناش باطة عند الباب واصلة هاذي 4 شهور وما بان عليكم حتى خبر 🤷
1396,Facebook,2,ايه وراه المشكل جات عليكم هاحنا نستناو 
1397,Facebook,2,وفرو أجهزة مودام الباقي ساهل !
1398,Facebook,2,جيبولنا لمودام رانا في عام نسناو 😑
1399,Facebook,2,من ذاك العام وحنا ننتظرو
1400,Facebook,2,رانا نستناوووو ....
1401,Facebook,2,لا زلنا بانتظار ربط خطنا بالألياف البصرية..
1402,Facebook,2,انا عندي 8 اشهر وانا داير دوموند وليمودام مكانش صاي مشني حايب الفيبر اسك نقدر نلغي الطلب؟!
1403,Facebook,2,"Cité Marhaba braki sa fait plus de 4 mois installation des boîtes par le privé mais aucun suite pour l, installation a la maison"
1404,Facebook,2,انا دفعت ملف الربط أكثر من خمسة أشهر ولم يتم الاتصال بي هل من تفسير مع العلم أنا من ولاية سطيف
1405,Facebook,2,وين راهم ليمودام رانا عدنا 4 شهور ملي درا دوموند قاع الحومة ومزال🗿
1406,Facebook,2,اودي عطيتولي مودام وعطو لخيط وراه في 6شهور مركبوش الفايبير تمسخير
1407,Facebook,2,شحال وحنا مسجلين المشكل نقص حاد فى المودام
1408,Facebook,2,Depuis un an et demi qu'on a installé w ma kan walou
1409,Twitter,2,اكثر من 3 أشهر من وضع الملف وتسديد رسوم الاشتراك الى يومنا هذا مكانش تجاوب من طرف اتصالات الجزائر بئرتوته ان شاء الله الانشغال يوصل للمعنين
1410,Facebook,2,والله فوق السنة وكل شيئ موجود لكن مودم فيبر لا يوجد اين الخلل
1411,Facebook,2,لدينا تقريبا شهر ملي درنا عندكم موعد اشتراك للمودام مي لهذي الساعة مكان والو كي شغل درتونا تمسخيرة 😞
1412,Facebook,2,اعطونا المودام برك عادلنا 4شهر وحنا نستنوا سجلنا في العرض السابق ومكان والوا .... الى متى؟
1413,Facebook,2,ستة أشهر وأنا انتظر في المودام العجيب مازال مالحقش
1414,Facebook,2,نستتناو ١٠ اشهر اخري لعدم التزامكم و لاحترافية
1415,Facebook,2,ياو مكانش لي مودام. منين نروح يقوليلي مازال مكانش
1416,Facebook,2,لي مودام مكانش جد نوكيا راه مقطوع ديرونا في بلاصتو هواوي او ريحونا
1417,Facebook,2,Les modems sont pas disponibles. On attend toujours.
1418,Facebook,2,مشكل انو مودام مكانش راني في شهر ملي تقدمة وكالة درت طلب
1419,Facebook,2,شركة بحجم Algérie Télécom - إتصالات الجزائر ماعندهاش لي مودام... منذ عام كامل و مازال.... ؟! من غير المعقول.!
1420,Facebook,2,ههههه هههه المودام غير متوفر مند 6 اشهر او اكثر
1421,Facebook,2,دفعنا حق الربط منذ عامين ولم يوصل
1422,Facebook,2,مودام مكانش عندكم
1423,Facebook,2,يا ودي وين راه المودم فيبر ؟ مجاني و لا غير مجاني .... وقتاش تجيبو مودم فيبر رانا في عام نستنوا ... هرمنا
1424,Facebook,2,جيبو لي مودام و مبعد جيبو العرض
1425,Facebook,2,عندنا أكثر من خمس أشهر وحنا نستناو في المودام
1426,Facebook,2,7 اشهر نستناو لمودام الياف بصرية حرام عليكم.
1427,Facebook,2,وفرنا ليمودام ومبعد دير العروض
1428,Facebook,2,هدا المودام راني نشوف فيه غير بالمعريفة حنا منستهلوش
1429,Facebook,2,مودام وفرتوه ولا لا ؟
1430,Facebook,2,Pub sans modems... Puffff
1431,Facebook,2,عرض بلا مودام تصرا غير في دزاير هههههه
1432,Facebook,2,عملية الربط ( تمشي كيما السلحفاة )
1433,Facebook,2,le problème ou sont ses modems ca devient très long pour les acquérir
1434,Facebook,2,وين راكم رانا في 03 اشهر وحنا نستناو ديتو الوثائق المطلوبة ودرتو الاسلاك من هذاك الوقت ماوليتوش
1435,Facebook,2,وفرو المودام السااع مباعد ديرو العروض😑
1436,Facebook,2,جيبولنا مودامmasqu
1437,Facebook,2,تم توصيل حينا بالالياف البصرية منذ مدة ولكن لم يتم اطلاق الخدمة !!! لم نفهم ماهو السبب
1438,Facebook,2,كي تروح تسجل يقولولك مكانش لي مودام يخي حالة يخي
1439,Facebook,2,شركة فاشلة استغلت الانفرادية في السوق الوطني لكنها ليس لها المهنية الكافية ان عن نفسي دفعث كل التكاليف منذ شهر اوت لكن لاشيء والمضحك أنه بعد عدة شكاوي المسؤول اذا كان مسؤول أصلا يرد الشركة التي تربط الانترنت فييبر ليس لديها الوقت وانتظر هناك زبائن منذ … En voir plus
1440,Facebook,2,والله مانا فاهمين شيء في هذا العرض انتم تقولوا اشتركوا في هذا العرض والوكالة تقول ماكانش المودام في الوقت الحالي ....حيرتونا معاكم
1441,Facebook,2,4شهر وحنا نستناو فالمودام تقول راح يجيبوه مالمريخ
1442,Facebook,2,جيبولنا المودام ومن بعد احكيوا
1443,Facebook,2,3 أشهر من الي شريت المودام. واحد ماجاليا ولا سقسا عليا . راه في الكرطونة ديالو جديد
1444,Facebook,2,وينو المودام يرحم والديكم
1445,Instagram,2,السلام عليكم و رحمة الله ، في براقي راهم دارو للديور اللي قريب لينا بصح مزال ماطلقوهاش ، حبيت نعرف ادا يطلقوها ولا لازم حتى يديروها عندنا باه يطلقوها في نفس الوقت ؟
1446,Instagram,2,لحد الساعة لم يتم جلب مودام الالياف البصرية
1447,Facebook,2,عندنا مدة واحنا نستناو في مودام تاع الياف البصرية غير موجود ... فما ذا تعيدون .....
1448,Facebook,2,باينة كاش عرض لجماعة الفيبر هههه ياااااو وفرو لي مودام ومن بعد ديرو العروض الواحد راه كره من الانتظار
1449,Facebook,2,اطلقو لي موادام 4 جي راهم يتباعو الدوبل على سومتهم
1450,Facebook,2,جيبونا لمودام تاع لافيبر حي نحينح محمد خزارة ولاية قالمة
1451,Facebook,2,المودام مكانش في ورڨلة
1452,Facebook,2,ياو هرمنا واحنا نستناو المودام
1453,Facebook,2,عندي شهرين ملي درت طلب جيراني دخلتولهم بقيت غير انا
1454,Facebook,2,عندنا 4اشهر ملي طلبنا وهذا العرض رقم 3 والمودم غير متوفر
1455,Facebook,2,المشكل عندكم طلبات عندها خمسة أشهر عرض بعد عرض و المودام ماكانش لماذا ؟
1456,Facebook,2,كي توصل لينا بعدها ساهل
1457,Facebook,2,المشكل ليمودام مكاش رانا في شهرين دايرين طلب وننتظر
1458,Facebook,2,نحن حي جديد جاو تاع اتصالات الجزائر يلموا الملفات لربط الانترنت من هذاك نهار ما بان عليهم حتى خبر، عندهم دروك شهرين من لي حطينا الملفات و لا جديد رغم انو مازال فقط الربط للمنزل يعني الشبكة الرئيسية موجودة
1459,Facebook,2,كملوا قبل مع عرض الصيف وجيبوا مودم وجيبولنا مودم باه نقراو راني نقرا برا في المقاهي زعما تجمع سكني وقطب حضري جديد وهكاك مزال
1460,Facebook,2,Algérie Télécom - إتصالات الجزائر قصدك مودام فيبر غير متوفر
1461,Facebook,2,شحال عندنا رانا نسناو لافيبر هاذي ولو
1462,Facebook,2,منذ 20يوم
1463,Facebook,2,مهاود براهيم انا فيبر. ومعنديش انترنت
1464,Facebook,2,Algérie Télécom - إتصالات الجزائر من فضلكم عنابة 6 اشهر او لي مودام مكانش تعبنا
1465,Facebook,2,Algérie Télécom - إتصالات الجزائر وفرو ليمودام أولا قبل كل شي
1466,Facebook,2,"Algérie Télécom - إتصالات الجزائر le problème c'est que les résidences a même pas 500m ils ont la fibre , en tt les cas nchallah"
1467,Facebook,2,"ان شاالله تكونو جبتولنا les modems تاع la fibre, هرمنا 😮‍💨"
1468,Facebook,2,تتجيبو لينا المودم ولاية الوادي 🤨
1469,Facebook,2,لخيط ماشي ولباطة راكبة وكي تروح تسقسي يقولك حنا نجيو وماجاوش
1470,Facebook,2,نحن بلا انترنت منذ 3 أشهر
1471,Facebook,2,نحن حي 606 مسكن ميديتيات بالبوني عنابة ننتظر في جهاز المودام منذ أشهر
1472,Facebook,2,هدا مكان ياك رانا زبائن عندكم هدا حقنا بدلونا المودام القديم تاع الالياف البصرية 
1473,Facebook,2,واقيلا رايحين تجيبو ليمودام 😏
1474,Facebook,2,هذي اكثر من شهر وانا انتظر كلش راكب الخيط المودام فيبر الرقم ولكن بدون انترنت السبب لم أجد اي واحد يعطيني اياه اتصلت بوصلة التقنية لا شئ وجنوني للمصلحة التجارية اخذو رقمي ولكن لا شئ سجلت في صفحة الاحتياجات لاشئ لا جواب  العنوان حي زواد بوهناق منصورة تلمسان
1475,Facebook,2,واش الفايدة تع العرض هذا هو اصلا لي مودام مهوش متوفر رنا قريب عام وحنا ستناو في جد موام هذا
1476,Facebook,2,يا تل و راهم لي مودام هريمنا
1477,Facebook,2,دفعت ملف اشتراك منذ 3 اشهر في انترنات الالياف البصرية الى يومنا هذا لا يتوفر المودام في الوكالات جميعا
1478,Facebook,2,مافهمتش نتوما تتمسخرو بنا ولا واشنو ياو كرهنا منكم ليمدام مكانش عندها 8 أشهر نتوما ديرو فترويج وفرونا لو لا خلو نا نشروو حنايا وله اديسال خير من فيبر شركة لكذب
1479,Facebook,2,عندي شهرين ملي سجلت فل عرض لي قبل هذا و مزال مبان والو في قسنطينة
1480,Facebook,2,راني في شهر ملي درت دوموند مي مزالهم ما ركبوش مودام
1481,Facebook,2,أمين نمراوي حنا في ضواحي العاصمة بلاصوهولنا في اكتوبر للي فات، و قبلها ما كاش عندنا كابل نحاسي (adsl)
1482,Facebook,2,وفرولنا لي مودام الجيل 6 فالوكالات رانا عيينا من كثرة الطلبات ...عندي اشتراك 300 ميغا تلحقني 50 ميغا
1483,Facebook,2,رني بدون انترنت مند 20يوم عندي شهرين تقريبا وتركيب فيبر ومخلص
1484,Facebook,2,وحنا جماعة اديسال عالاقل طلعوها فديسال
1485,Facebook,2,التوصيل بالالياف كاين مي لي فيبر مكاش 3 أشهر نستناو ومكان والو كون غير خليتونا مع adsl مدام ماش قادرين توفرو لي فيبر 😑
1486,Instagram,2,Damn. منيش قادر نستنى لي مودام 😢
1487,Twitter,2,ليمودام قريب  عام مكانش حتى العام 2025 و مكانش و  هو يقولك اشترك مودام مجاني
1488,Twitter,2,عام ونحن ننتظر
1489,Facebook,2,مودام فيبر غير متوفر منذ عدة أشهر
1490,Facebook,2,وفرونا مودام فيبر فأم البواقي ؟؟؟؟؟
1491,Facebook,2,وقتاش تجيبو les modems fibres
1492,Facebook,2,راني في انتظار يطلقولي الأنترنت لاش ندفع اونلين
1493,Facebook,2,رانا في شهرين ملي درنا الدوموند ومكان والو. كي تسقسيهم يقولولك مكانش لي مودام
1494,Facebook,2,أنتم المودام في عام كامل ماجبتوهش ومازال راكم تبلعطو
1495,Facebook,2,تروح الوكالة يقولك مكانش
1496,Facebook,2,راهو اقولو في مركز اتصالات الجزائر بلي مكاش مودام جاري راه في اربعة اشهر . كل خطرة نفس الشئ مكاش مودام .ليوم كان عندهم قالولو مكاش . في الواقع والمواقع ماشي كيف كيف
1497,Facebook,2,مكاش تاع مودام كاجي
1498,Facebook,2,وفرو مودمات الياف بصرية لولاية اولاد جلال منذ اكثر من 6اشهر لايوجد بهذه الولاية
1499,Facebook,2,ouled djellal toujours pas de modem fibre
1500,Facebook,2,اكثر من 9 اشهر من انتهاء اشغال تمديد الالياف في بلدية منعةولاية باتنة لكن لحد الان لاربط مع المنازل و كي نسقسيو في الوكالة ايقولك ماعلبالناش مانعرفوش. 
1501,Facebook,2,رانا نستناو حنا جماعة ADSL في باتنة بزاف ناس راهي تستنى تجيبوا المودام راه مكانش على مستوى الوكالات.....
1502,Facebook,2,منذ 24 اوت 2024 وانا انتظر !!!!!!ندعوكم 
1503,Instagram,2,les Modem makach
1504,Instagram,2,قتلتونا بلكذب المودام غير متوفر عندي 4 أشهر ملي حطيت الطلب في ولاية خنشلة و مزال ماجابوش المودام
1505,Facebook,2,Algérie Télécom - إتصالات الجزائر تقدمت بالطلب الى اتصالات الجزائر ببلدية متليلي ولاية غرداية لكن الرد دائما هو عدم توفر المودام
1506,Facebook,2,انتظرونا الساعات القليلة المقبلة ومن بعد خلاونا بلا إنترنت يومين
1507,Facebook,2,ركبولي انترنت الياف البصرية مشات 3 ايام و تعطلت
1508,Facebook,2,متى يتم توزيع أجهزة ال modem fibre نحن ننتظر منذ شهر جويلية الماضي
1509,Facebook,2,اييييييييه بصصحححححح وينرااااااه لموداااااااااأم ....... إلى متى
1510,Facebook,2,حطيت طلب في شهرين ماشفنا والو اتصالات الجزائر والكذب نتاعكم ماحبيتوش تحبسوه
1511,Facebook,2,عندي 3 اشهر ملي درت طلب خط ولحد ساعة مزال مركبوناش الخط يقولك لمودام غير متوفرين
1512,Facebook,2,من عرض 300 ولينا لعرض 500 لحد الآن بعد 4 أشهر من الطلب يقولولي مزال. وفروا المودام أمبعد اعرضوا
1513,Facebook,2,وينوا المودام فيبر هذا لي راه مطلوب عند 40مليون شخص و ما يحتاجش أصلا إشهار 
1514,Facebook,2,عروض كثيرة و لكن الاجهزة غير متوفرة تبسه ونزة نموذج
1515,Facebook,2,وينو المودام فيبر هذا 8 أشهر نسناو بسكرة
1516,Facebook,2,اين المودم انا أراه بحثت عنه في كل ارجاء العالم 
1517,Facebook,2,كي توصل و نشوفو تراه موال ماوصلتش عندنا
1518,Facebook,2,كي يكون عندكم ADSL مليحة أمبعد نهدرو على لفيبر 😒
1519,Facebook,2,عندي سمانة ملي خلصت انترنت او ليوم راحتلي وحدها وملقري مازل باقي 21 يوم باش تخلص
1520,Facebook,2,عندي كثر من 45 يوم نستنا فمودم في بجاية
1521,Facebook,2,جيبولنا لي مودام لعنابة كلش راكب غير لي مودام مكانش
1522,Facebook,2,عندي كموند و فيبر عندي في حومتي وراني في3أشهر ونا نستنا😡
1523,Facebook,2,علي اساس المودام كاين عندنا عام مخلصين و مكانش مودام
1524,Facebook,2,قلنالكم 99 مرآة وهاني رايح نقفل 100 مرة مودام رآه مكانش كاين غير نتاع مليون وفي لبيرو نتاعكم في دائرة برج لغدير ولاية برج بوعريريج
1525,Facebook,2,وبعد العرض الترويجي ڤداه تخلص لشهر
1526,Facebook,2,ياو راني من جوان وانا نستىنى
1527,Facebook,2,من الأخير، تستنى الفيبر، ومن بعد تستنى المودام
1528,Facebook,2,مودام ماكانش منذ عام
1529,Facebook,2,رانا في انتظار المودام في ولاية سوق اهراس رانا في 08 اشهر من الانتظار
1530,Facebook,2,اي وين راهم لمووووودااااااااام وبعد احيلنا على كاينة ومكانش
1531,Facebook,2,او استنا كاش 3 سنين ولا كثر
1532,Facebook,2,كي يوصل الفيبر و نهدرو
1533,Facebook,2,خلصت 2200 دج و حاليا اكثر من شهرين و لم يتم التركيب بعد
1534,Facebook,2,3 اشهر و انا نستنى فالمودام ....لا خبر عليه ...عروض تروجية للاستهلاك الاعلامي لا غير
1535,Facebook,2,",وين راهم ليمودام حتان تعرملو في هادو العروض"
1536,Facebook,2,وين راهم لي مودام؟؟؟؟؟؟؟ راني في 7 أشهر نستناو
1537,Facebook,2,السلام عليكم عندكم عرض ب500دج تمدو مودام باطل كاين العرض هذا في مدينة قسنطينة علي منجلي راهو تكسرلي المودام راني عام وانا نحوس ملقيتش جيتكم للمقر قالولي اسنى
1538,Facebook,2,وين راه المودم ولاية الوادي رانا نعانو رانا كرهنا والله حرام عليكم
1539,Facebook,2,وين راه المودم ؟! مهدى ... ولامجاني ... ولا ب 500 مليون ... ولابمليون ... هات برك يكون كاين مودم فيبر ! 
1540,Facebook,2,المودام الانعدامي
1541,Facebook,2,علاه المودام غير متوفر
1542,Facebook,2,Les modems fibre optique compatible wifi 6 sont toujours indisponibles introuvables aux ACTEL depuis plus d'une année
1543,Facebook,2,لمودام في عام وانا نستناو رغم دفع جميع الحقوق
1544,Facebook,2,وينهو المودام ياخ مڨطوع
1545,Facebook,2,رانا في عام مكانش لي مودام رغم انهم ركبولنا الأسلاك وكلشي مي مجبوش لي مودام تحير ......!
1546,Facebook,2,المودام ماكانش في ولاية عنابة كي يكون من بعد دير الاشهار
1547,Facebook,2,والآن مع المفاجأة الكبرااااا معندناش لافيبر اصلا هههه
1548,Facebook,2,ولاية تبسة أكثر من 8 شهر كل وكالاتكم ما فيهمش ولو مودام واحد وين الخلل
1549,Facebook,2,وينو المودام؟؟؟؟؟؟؟؟؟؟
1550,Facebook,2,مازال ما جاوش المودام من شهر اوت و رانا نستناو و لا خبر ... خنشلة
1551,Facebook,2,المودام مش باطل لانو مكانش
1552,Facebook,2,Algérie Télécom - إتصالات الجزائر Yew jibouna les modems bark presque une année à constantine sans modem.
1553,Facebook,2,ADSL هي التالية ما جابوهاناش يجيبولك الفيبر رانا في شهر دايرين الدوموند ومكان والو
1554,Facebook,2,وين راه المودام 🙈
1555,Facebook,2,لي مودام وقتاش يوصلونا
1556,Facebook,2,نحن سكان تعاونية الأمل عين النعجة القديمة، تم تزويد الحي بالالياف البصرية منذ مدة و تم دفع الملف و التسجيل عند وضعكم الخيمة عند مدخل الحي، مر اكثر من شهرين على ذلك و لم يستفد الحي الالياف البصرية، تقدمت الى مصلحة الزبائن في لاكوت طريق بئر مراد رايس لطرح الانشغال، فتم اعلامنا ان كل الوثائق اللتي قدمناها لكم ذلك اليوم تم تضييعها، اتأسف لهذا المستوى المتدني لادارتكم الموكلة اليها حينا المتواضع، شكرا.
1557,Facebook,2,كي جيبو لي مودام من بعد ساهل ..
1558,Facebook,2,وين راه المودام عندي شهر و انا نستنى ..تبسة ...
1559,Facebook,2,وين راه المودام ؟؟
1560,Facebook,2,رانا في الانتظار نسمعو بلي كاين الفيبر و ما لحقنا والو
1561,Facebook,2,تشكيا وعدي غي وصلوه ومنبعد ساهل حنا غي نسمعو على هاذا فيبر دخلتوه للعاصمة باينة ليكم برك
1562,Facebook,2,جيبولنا لي مودام 
1563,Facebook,2,وكالة سكيكدة كل ما نروحلهم يقولولي المودام ما كانش ؟؟
1564,Facebook,2,من شهر جوان و انا داير دوموند و راني نستنا ( مع العلم المسكن واصل ليه الألياف ) لكن المودام مكانش
1565,Facebook,2,المودام غير متوفر في بلدية الأخضرية منذ حوالي اكثر من 5 اشهر ؟؟؟؟؟؟؟؟؟؟
1566,Facebook,2,جيبولي مودام للعوينات-تبسة رحمة على والديكم راني نستنى من مدة
1567,Facebook,2,ارواح ركبوهم
1568,Facebook,2,ويم راهم اجهزة الالياف لبصرية راهم يسوقو لخدمات غير متوفرة
1569,Facebook,2,السلام هل من جديد فيما يخص التحول الى ftth كل شيئ استوفيته من طلب و البنية التحية على عتبة المنزل بقيت الاستجابة بدوى عدم وجود modem?
1570,Facebook,2,مودام ماقدرتوش توفروه .تحكو على عصرنة الإتصالات و دراسة عرائض المواطنين
1571,Facebook,2,راني في ثلث شهر مدوموندي ومكانش لمودام (جلفة )
1572,Facebook,2,اعطونا المودم مجانا ومن بعد وصلوا لينا الخط
1573,Facebook,2,وله راح نهبل معاكم هنا ديرو عرووض كي ترووح وكالة اقلك مكانش ليمدام من جانفي 2024 ما دخل حتا واحد انا عندي 7 أشهر ونا نستنا شكون يكذب حنا ولا نتوما فهمونا يا شركة الرخسس بكم بالوزير تعكم شبعتونا
1574,Facebook,2,"En n'a fait une demande presque 3 mois ,ya rien"
1575,Facebook,2,الأشغال تمت ولكن المودام غير متوفر عندكم
1576,Facebook,2,المودام في بريكة غير متوفر
1577,Facebook,2,ولكن السلعة غير متوفرة ومحدودة
1578,Facebook,2,لحد الان المودام مكانش
1579,Facebook,2,كيفاه نديرو العرض هذا رانا درنا طلبات ودينا الوثايق وركبولنا ريزوات مزالو غير المودامات ؟
1580,Facebook,2,والناس اللي دارت الاشتراك من اللول خلاص معندنا حتى عرض
1581,Facebook,2,وين راهم مودام
1582,Facebook,2,جيبو ليمودام و من بعد ساهلة تكذبون على الناس و يقعدو 6 شهر و هوما يستناو في مودام كيما انا
1583,Facebook,2,وينهم لي مودام من فضلكم
1584,Facebook,2,في المركزية يديرو العرض، وفي باقي الولايات(غرداية مثلا) يقولك المودام مكانش (غير متوفر).
1585,Facebook,2,قريب عام انتظار 
1586,Facebook,2,مشكل راه في مودام مكاش
1587,Facebook,2,ومشكل المودام مكاش
1588,Facebook,2,Ya Hicham yahdik rebi khasona les modems la fibre
1589,Facebook,2,عندما يكون العرض اقل من الطلب 😑 احنا المودام بدراهمنا حصلنا مالقيناهش
1590,Facebook,2,درتو ليكابل و رانا في 3 شهور نقارعو مجاوش دارو قابسا راكوم تقال بزاف
1591,Facebook,2,شوفو اتصالات الجزائر لحقولنا الـ fibre و مديروش تخفيض المهم يلحق الفيبر بلدية مقطع دوز دائرة المحمدية ولاية معسكر
1592,Facebook,7,Il va apporter bcp au secteur.
1593,Facebook,7,نقصوا الاسعار .بزااااف غالية 
1594,Facebook,7,عندي اقتراح عليكم.. علاه ماديروش في التطبيق تيعكم تع مايدوم خاصية التوقيف المؤقت للانترانات في عوض ماتروح للوكالة ودير توقيف مؤقت. ومثلا يكون عندك الحق مرتين في الشهر هكذا مايشقاش المشترك للوكالة 
1595,Facebook,7,نقصوا فالاسعار
1596,Facebook,7,ديرولنا بونيس تاع نهاية السنة
1597,Twitter,7,"Il faut juste améliorer le débit de l,ADSL "
1598,Facebook,7,Dirona 500 mb fi plasset 300mb
1599,Facebook,7,علاه مديروش عروض تخفيضات لجماعة adsl لي هوما الاغلبية
1600,Facebook,7,العمل على رفع سرعة الانترنت من المفروض أيضا يقابله مراجعة للأسعار باعتبار سرعة 50 ميغا كسرعة قاعدية بسعر 1500دج شهريا.
1601,Facebook,7,ياريت ينقصو في اسعار الفايبر
1602,Facebook,7,ديرو بروموصيو ف لي مودام بلا ربط و لا لي روتار 
1603,Facebook,7,نحتاجو طلعو دبيبي تاع idoom 4G الى سرعات عالية تصل الى 500ميغا على الاقل مع وضع اختيارات تدفق حسب الطلب مثلا عروض تبدأ من 40 ميغا الى 500ميغا و زبون حر في اختيارو حسب متطلباتو .ضعو هذا الاقتراح بعين الاعتبار و شكرا لكم اتصلات Algérie Télécom - إتصالات الجزائر
1604,Facebook,7,اقترح رفع التدفق إلى 2 جيغا
1605,Facebook,7,اذا ما وصلتوش المناطق النائية والمدارس بالالياف البصرية مادرتو والو. على خاطر اغلب العروض راحو للمناطق الحضرية واغلبها مجرد تجديد. مثلا منطقة البزبازة ببوعيشون الكابل قريب ليها علاه ماتغطوهاش. وقس على ذالك مناطق كثيرة اتمنى ان تغطي جميع المناطق النائية بدون استثناء ولكم منا جزيل الشكر والعرفان
1606,Facebook,7,Algérie Télécom - إتصالات الجزائر ديروما الجديد في 4G
1607,Facebook,7,لازم ترجعو اتصال بتطبيقات الدفع بلا انترنت و مجاني ريقلوها يا اتصالات الجزائر
1608,Facebook,7,ياريت طريقة دفع إنترنت تكون كيما دفع فاتورة خط الهاتف، تع إنترنت نحس روحي نفليكسي، كيفاش سعر إنترنت محدد، وأنا لازم عليا نكتب شحال نخلص دراهم.
1609,Facebook,7,نريد تطويرا لخدمات idome 4g
1610,Facebook,7,لماذا لايكون اشتراك سنوي و التخفيض يكون حتى 50 في المائة.
1611,Facebook,7,نقصونا في السعر راها غاليا علينا 
1612,Twitter,7,زيدو في adsl
1613,Facebook,7,نقصو في تسعيرة الانترنت راهي غالية
1614,Facebook,7,شكرا لكم لكن نريد عروض وتخفضيات لهذه الفئة الهشة
1615,Facebook,7,علاه ماديروش اسعار خاصة ومخفضة لذوي الاحتيجات الخاصة
1616,Facebook,7,تخفيض في انترنت إلى ذوي لإحتياجات الخاصة الى نصف
1617,Facebook,7,اتهلاونا فى 4G شوية راكم نسيتوها
1618,Facebook,7,زيدو في سرعة 4g من فضلكم
1619,Facebook,7,نريد تخفيضات في الأسعار على عروض idoom 4g
1620,Facebook,7,نتمنى زيادة سرعة التدفق حتى لو كانت 1جيجابايت ب 1000 دج
1621,Facebook,7,نريد تحسين سرعة الانترنت idom 4g
1622,Facebook,7,من الأحسن تستثمرون في تحسين الشبكة اصحاب 4G راهم يعانو من ثقل التصفح أما تحميل😢
1623,Facebook,7,كشما زيادات في سرعات adsl
1624,Linkedin,7,"La stratégie de pénétration de marché africain désormais recommandé plus que jamais ,le sujet d'innovation doit avoir une importance extrême ces prochaines années,vu que le monde en 2030 sera connecté à 5G et IA et IOT seront au rendez vous."
1625,Facebook,7,ردوها 1000 ب150 جيقا
1626,Facebook,7,انا عندي عرض خير من هذا : اشترك ايها المواطن 100 دينار فقط مقابل 10 موديم فايفبر و استمتع بـــ 10 سنين انترنت باطل بسرعة 10 جيغا. المواطن يجيب : ياو ركبلونا شبكة الاياف البصرية اولا ومن بعد دير العروض انتاعك ياهو اهبطو من المريخ راكم في الجزائر🙄
1627,Facebook,7,Et c'est pour quand les abattements sur les tarifs exorbitants de la connexion idoom Adsl dont le débit et la stabilité laissent à désirer
1628,Facebook,7,نريد تخفيضات في الأسعار الفيبر لأنها مرتفعة بالنسبة للمواطنين وشكرا 😭
1629,Facebook,7,"Nous avons besoin d'améliorer la qualité de la connexion réseau et de résoudre le problème des interruptions constantes, car cela impacte directement notre vie quotidienne, que ce soit pour le travail, les études ou même les loisirs. Une bonne connexion est devenue essentielle dans ce monde numérique, et nous espérons que les parties concernées fourniront des solutions efficaces et rapides, telles que la modernisation des infrastructures et le soutien des utilisateurs avec des équipements modernes et des technologies avancées. Une bonne réparation du réseau est le point de départ, le reste sera facile"
1630,Facebook,7,كان تزيدو عرض لل adsl
1631,Facebook,7,نريد تخفيضات في الأسعار الفيبر لأنها مرتفعة بالنسبة للمواطنين وشكرا. 😭
1632,Facebook,7,خلوه عرض مفتوح خير
1633,Instagram,7,تبالي بلاد كامل تكون فايبر وديرو سيرفر ف دزاير ذا رأيي ❤️
1634,Facebook,7,"Une box Djezzy (internet, TV, tel…) en collaboration avec Algérie Télécom - إتصالات الجزائر"
1635,Facebook,7,مثل Xiaomi TV Box مع اشتراك عامين باطل لقنوات Bein SPORT
1636,Facebook,7,ان شاء انترنت 4glte يدعموها من ابراج جيزي
1637,Facebook,7,الجيل الخامس مرحبا به في الجزائر 
1638,Facebook,7,ديرونا esim 
1639,Facebook,7,لماذا لايكون غير الانترنت بدون هاتف ثابت مع العلم أن جميع العائلات لاتستعمله يجب النضر في هذا الموضوع
